CollectionNumber,Locality_Code,DBH,X_coordinate,Y_coordinate,CutdownDate,GrowthForm,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,YoungLeafTotalWeight,X.Carbon,X.Nitrogen,auto.BYHAND,WholeTreeMatureLeafArea,WholeTreeYoungLeafArea,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,MatureLeafSampleWetWeight,YoungLeafSampleWetWeight,comments,exudate.absent,exudate.white,exudate.cream,exudate.yellow,exudate.orange,exudate.red,exudate.black,exudate.colorless,OLD.NumberOfCaterpillarsDB,OLD.NumberLiveMinesDB,OLD.NumberDeadMinesDB,latex.absent,OLD.SLADB,OLD.Carbon,OLD.Nitrogen,SLA,isZ,Family_ID,Genus_ID,Species_ID,Species_AUTHOR,CorrTaxa2016,Morphospecies,auto.X.Carbon,auto.X.Nitrogen,auto.SLA,auto.latex,auto.YoungTotalFromSample,auto.MatureTotalFromSample,REMOVE.missCutdown,REMOVE.noLeafWeight,TotalLeafWeight,TotalLeafArea,TotalTreeHeight,YoungLeafHerbivory,MatureLeafHerbivory,auto.CrownHeight,auto.CrownHeight.no,auto.CrownHeight.rsq,auto.CrownWidth,auto.CrownWidth.no,auto.CrownWidth.rsq,auto.TrunkHeight,auto.TrunkHeight.no,auto.TrunkHeight.rsq,NumberOfCaterpillarsVOJTA,LOOKUP,Phill-caterpillars,Compare,NumberDeadMinesOndra,LOOKUP,Phil-deadMines,Compare,NumberLiveMinesOndra,LOOKUP,Phil-liveMines,Compare,OuterBarkTexture.smooth,OuterBarkTexture.rough,OuterBarkTexture.flaky,OuterBarkTexture.lenticels,fissures.vertical,fissures.horizontal,fissures.broad,fissures.narrow,bark.black,bark.darkbrown,bark.brown,bark.lightbrown,bark.orange,bark.yellow,bark.red,bark.pink,bark.white,bark.cream,bark.grey,bark.green,bark.OTHER,cambium.black,cambium.darkbrown,cambium.brown,cambium.lightbrown,cambium.orange,cambium.yellow,cambium.red,cambium.pink,cambium.white,cambium.cream,cambium.grey,cambium.green,cambium.OTHER,wood.black,wood.darkbrown,wood.brown,wood.lightbrown,wood.orange,wood.yellow,wood.red,wood.pink,wood.white,wood.cream,wood.grey,wood.green,SpeciesMissing,TOREMOVE,TOREMOVE.comment,Herbivory_Young_missing,Herbivory_Mature_missing,FamilyNEW14,GenusNEW14,speciesNEW14,MorphospeciesNEW,SpeciesNEW-OLD,Family-OLD,Genus-OLD,Species-OLD,SpeciesNameDiff,Herbivory Added Mature/Young
WP5C1147,WP,38.3,86.272,57.075,19-Jun-07,tree,12.14,18.69,10.33,49.2,0,43.6605,1.92525,0,196.7754538765,0,9343.557,9130.861,NA,NA,228.3,0,,1,0,0,0,0,0,0,0,50,48,73,1,139.4213518,43.6605,1.92525,139.4213518121,0,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,bogoriense,0,,1,1,0,0,0,0,NO,NO,49.2,196.7754538765,30.83,NA,212.696,0,0,0,0,0,0,0,0,0,57,55,55,NNN,73,73,73,0,48,48,48,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,1,0,1,1,0,0,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Teijsmanniodendron,bogoriense,,Teijsmanniodendron bogoriense,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,0,0
WP5C1148,WP,9.8,84.857,53.344,14-Jun-07,tree,32.45,5.0507142857,3.29,0,0,52.211,1.986,0,0,0,NA,NA,NA,NA,0,0,The tree has been dead after tagging. More over it has been eaten away by termites.,0,0,0,0,0,1,0,0,0,0,0,0,NA,51.006,1.957333333,133.7566585763,0,Myristicaceae,Myristica,Myristica globosa,globosa,0,,1,1,1,0,0,0,NO,no mature and young leaves weights,0,0,37.5007142857,NA,NA,1,3,0.0021027051,1,3,0.0004570384,1,3,0.8836064763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,no,no leaves records,no,data ok,data ok,Myristicaceae,Myristica,globosa,,Myristica globosa,Myristicaceae,Myristica,Myristica globosa,0,0
WP5C1149,WP,33.2,85.168,53.462,20-Jun-07,tree,28.58,3.95,4.55,16.6,0,48.2754,1.3674,0,40.587994012,0,5803.332,5716.55,NA,NA,233.8,0,First ID Pouteria sp.,0,1,0,0,0,0,0,0,1,4,58,0,66.15853955,48.2754,1.3674,66.1585395541,0,Sapotaceae,Palaquium,Palaquium morobense,morobense,0,,1,1,0,0,0,0,NO,NO,16.6,40.587994012,32.53,NA,86.782,0,0,0,0,0,0,0,0,0,1,1,1,0,58,58,58,0,4,4,4,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Sapotaceae,Palaquium,morobense,,Palaquium morobense,Sapotaceae,Palaquium,Palaquium morobense,0,0
WP5C1150,WP,11.3,84.908,53.485,20-Jun-07,climber,15.49,13.95,6.6,1.2,0.4152,47.721,4.406,0,4.5463148148,1.5387603834,2475.002,2455.01,1180,1160,64.8,31.3,Previous ID sp unknown,0,0,0,0,0,1,0,0,66,1,0,0,278.8427036,47.0505,3.7425,278.8427036242,0,Fabaceae,Entada,Entada phaseoloides,phaseoloides,0,,0,0,0,0,0,0,NO,NO,1.6152,4.5463148148,29.44,20,19.992,0,0,0,0,0,0,0,0,0,77,74,74,NNN,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,no,no,no,data ok,data ok,Fabaceae,Entada,phaseoloides,,Entada phaseoloides,Fabaceae,Entada,Entada phaseoloides,0,0
WP5C1151,WP,5.9,96.02,40,18-Jun-07,tree,5.89,2.79,3.33,2.2,0,46.4862,2.0064,0,9.5544216216,0,2976.415,2892.384,NA,NA,66.6,0,,1,0,0,0,0,0,0,0,0,1,26,1,190.5851506,46.4862,2.0064,190.5851506422,0,Lauraceae,Litsea,Litsea timoriana,timoriana,0,,1,1,0,0,0,0,NO,NO,2.2,9.5544216216,8.68,NA,84.031,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,26,NNN,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Lauraceae,Litsea,timoriana,,Litsea timoriana,Lauraceae,Litsea,Litsea timoriana,0,0
WP5C1152,WP,32.5,96.243,41.007,19-Jun-07,tree,9.46,15.05,11.66,2,0.152,44.6,3.6275,0,7.979112782,5.7515402299,3249.765,3183.666,6589,6584,79.8,17.4,,1,0,0,0,0,0,0,0,39,41,74,1,280.7267759,44.6,3.6275,280.7267759459,0,Achariaceae,Pangium,Pangium edule,edule,0,,1,1,0,0,0,0,NO,NO,2.152,7.979112782,24.51,5,66.099,0,0,0,0,0,0,0,0,0,47,46,46,NNN,74,74,74,0,41,41,41,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Achariaceae,Pangium,edule,,Pangium edule,Achariaceae,Pangium,Pangium edule,0,0
WP5C1153,WP,6,92.24,40.679,15-Jun-07,shrub,5.1,2.73,3.55,2,0.1478,47.9171666667,2.0326666667,0,6.2909263607,0.3687505071,3020.651,2947.299,1235,1230,93.7,49.3,,0,0,0,0,0,1,0,0,2,0,38,0,143.2674581,47.91716667,2.032666667,143.267458069,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,2.1478,6.2909263607,7.83,5,73.352,0,0,0,0,0,0,0,0,0,2,2,2,0,38,38,38,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP5C1155,WP,15.6,94.343,45.657,18-Jun-07,tree,3.1,15.2,7.1,7.2,0.5933,47.9171666667,2.0326666667,0,23.310952717,1.7559398077,4631.434,4587.725,1539,1539,141.7,52,Previous ID Horsfieldia sp,0,0,0,0,0,1,0,0,2,7,115,0,137.1206694,47.91716667,2.032666667,137.1206694389,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,7.7933,23.310952717,18.3,0,43.709,0,0,0,0,0,0,0,0,0,2,2,2,0,115,115,115,0,7,7,7,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP5C1156,WP,7.1,92.717,46.331,15-Jun-07,tree,2.08,4.06,2.64,1.6,0.1474,47.9171666667,2.0326666667,0,5.0510528342,0.4225466667,3081.55,2951.709,1468,1462,93.5,51,KD:H.spicata will be changed,0,0,0,0,0,1,0,0,5,2,45,0,137.1206694,47.91716667,2.032666667,137.1206694389,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,1.7474,5.0510528342,6.14,6,129.841,0,0,0,0,0,0,0,0,0,5,4,4,NNN,41,45,45,NNN,2,2,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP5C1157,WP,8.8,95.879,47.434,18-Jun-07,tree,4.05,6.79,4.25,2,0,43.6605,1.92525,0,9.4429948007,0,2784.165,2724.304,NA,NA,57.7,0,,1,0,0,0,0,0,0,0,7,0,77,1,187.151184,43.6605,1.92525,187.151183964,0,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,bogoriense,0,,1,1,0,0,0,0,NO,NO,2,9.4429948007,10.84,NA,59.861,0,0,0,0,0,0,0,0,0,7,7,7,0,77,77,77,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,0,0,1,1,1,0,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Teijsmanniodendron,bogoriense,,Teijsmanniodendron bogoriense,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,0,0
WP5C1158,WP,10.2,99.185,47.757,16-Jun-07,tree,4.2,4.3,5.5,2.6,0.2169,44.4625,2.751,0,11.6986283465,32.83866,2867.074,2857.165,1516,1514,63.5,1,"First ID Ficus sp. But Bruce ID later as in the Data base. Also the local name, wara wara was changed to Dupu wala wala.  Baits> Only A trunk for bait, not enough to take B nad C branches.",0,1,0,0,0,0,0,0,5,0,0,0,237.4146448,44.4625,2.751,237.4146448,0,Moraceae,Prainea,Prainea papuana,papuana,0,,1,1,0,0,0,0,NO,NO,2.8169,11.6986283465,8.5,2,9.909,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,,0,0,0,1,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Moraceae,Prainea,papuana,,Prainea papuana,Moraceae,Prainea,Prainea papuana,0,0
WP5C1159,WP,14,98.154,51.655,15-Jun-07,tree,3.51,6.03,4.44,4,0,47.606,2.335,0,1.0927076923,0,2676.789,2556.936,NA,NA,936,0,Not enough branches.,1,0,0,0,0,0,0,0,3,0,0,1,136.2215175,46.5145,2.553,136.2215175082,0,Icacinaceae,Merrilliodendron,Merrilliodendron megacarpum,megacarpum,0,,0,0,0,0,0,0,NO,NO,4,1.0927076923,9.54,NA,119.853,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Icacinaceae,Merrilliodendron,megacarpum,,Merrilliodendron megacarpum,Icacinaceae,Merrilliodendron,Merrilliodendron megacarpum,0,0
WP5C1160,WP,15.2,96.972,51.301,15-Jun-07,tree,10.29,11,6.8,2.2,0,47.75725,1.65475,0,6.4804447147,0,3206.312,3148.907,NA,NA,106.9,0,,1,0,0,0,0,0,0,0,0,0,77,1,111.3875679,47.75725,1.65475,111.3875679357,0,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,pachyclados,0,,1,1,0,0,0,0,NO,NO,2.2,6.4804447147,21.29,NA,57.405,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,77,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Rubiaceae,Mastixiodendron,pachyclados,,Mastixiodendron pachyclados,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,0,0
WP5C1161,WP,5.6,95.372,49.924,18-Jun-07,tree,5.8,2.3,3.5,1,0,46.4862,2.0064,0,3.7154395887,0,1515.291,1445.306,NA,NA,38.9,0,,1,0,0,0,0,0,0,0,20,4,15,1,141.318241,46.4862,2.0064,141.3182409524,0,Lauraceae,Litsea,Litsea timoriana,timoriana,0,,1,1,0,0,0,0,NO,NO,1,3.7154395887,8.1,NA,69.985,0,0,0,0,0,0,0,0,0,27,24,24,NNN,15,15,15,0,4,4,4,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,1,1,1,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Lauraceae,Litsea,timoriana,,Litsea timoriana,Lauraceae,Litsea,Litsea timoriana,0,0
WP5C1162,WP,13.2,92.143,51.648,16-Jun-07,tree,10.95,5.66,7.73,12,0.4947,47.9171666667,2.0326666667,0,33.7546807867,1.1198791262,5733.104,5577.961,1400,1399,198.3,61.8,Prev. ID M.globosa. Changed to H. basifissa according to picture and loc. Name,0,0,0,0,0,1,0,0,10,1,130,0,102.3338986,47.91716667,2.032666667,102.3338986207,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,12.4947,33.7546807867,16.61,1,155.143,0,0,0,0,0,0,0,0,0,10,10,10,0,45,130,130,NNN,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,1,0,0,0,1,0,,0,0,1,0,0,0,1,0,1,0,1,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP5C1163,WP,5.6,92.44,53.094,15-Jun-07,tree,5.45,2.5,2.1,0.2071,0.1075,46.864,1.482,0,0.5687164163,0.2918465347,1598.441,1463.669,1589,1371,53.3,50.5,,1,0,0,0,0,0,0,0,0,0,0,1,104.918088,46.08333333,1.629333333,104.9180879798,0,Lauraceae,Litsea,Litsea collina,collina,0,,0,0,0,0,0,0,NO,NO,0.3146,0.5687164163,7.95,218,134.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Lauraceae,Litsea,collina,,Litsea collina,Lauraceae,Litsea,Litsea collina,0,0
WP5C1164,WP,19.6,91.84,54.134,16-Jun-07,tree,19.15,10.35,7.69,17.4,0.2715,48.3616666667,1.83,0,82.8613180488,1.1408554987,6104.668,5857.438,1674,1643,123,39.1,,1,0,0,0,0,0,0,0,32,4,60,0,96.62223916,48.36166667,1.83,96.6222391628,0,Sapindaceae,Pometia,Pometia pinnata,pinnata,0,,1,1,0,0,0,0,NO,NO,17.6715,82.8613180488,29.5,31,247.23,0,0,0,0,0,0,0,0,0,40,37,37,NNN,11,60,60,NNN,4,4,4,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,1,0,1,0,1,0,no,no,no,data ok,data ok,Sapindaceae,Pometia,pinnata,,Pometia pinnata,Sapindaceae,Pometia,Pometia pinnata,0,0
WP5C1165,WP,7.5,97.911,57.42,15-Jun-07,tree,5.47,7.65,4.77,3.8,0.2449,NA,NA,0,14.6794105702,0.9139692308,2963.129,2777.499,1570,1504,71.9,40.3,Previous ID: Aglaia sp.,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,Meliaceae,Aglaia,Aglaia caroli,caroli,0,,NA,NA,NA,NA,0,0,NO,NO,4.0449,14.6794105702,13.12,66,185.63,0,0,0,0,0,0,0,0,0,9,9,9,0,4,4,4,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Meliaceae,Aglaia,caroli,,Aglaia caroli,Meliaceae,Aglaia,Aglaia caroli,0,0
WP5C1245,WP,28.5,99.64,60,19-May-07,tree,16.2,12.2,8.65,20.6,0,44.878,2.0276666667,0,98.1277436384,0,8731.813,8536.161,NA,NA,179.2,0,,1,0,0,0,0,0,0,0,1,0,478,1,98.22118875,44.2195,2.08225,98.221188747,0,Malvaceae,Microcos,Microcos grandiflora,grandiflora,0,,1,1,0,0,0,0,NO,NO,20.6,98.1277436384,28.4,NA,195.652,0,0,0,0,0,0,0,0,0,3,3,3,0,478,478,478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Malvaceae,Microcos,grandiflora,,Microcos grandiflora,Malvaceae,Microcos,Microcos grandiflora,0,0
WP5C1246,WP,30.9,99.261,59.87,19-May-07,tree,8.45,17.3,10.2,18,0.1187,44.6,3.6275,0,67.923,0.3282475591,8062.983,7848.88,1772,1756,208,63.5,,1,0,0,0,0,0,0,0,2,7,29,0,NA,44.6,3.6275,198.5310185869,0,Achariaceae,Pangium,Pangium edule,edule,0,,1,1,1,0,0,0,NO,NO,18.1187,67.923,25.75,16,214.103,0,0,0,0,0,0,0,0,0,3,2,2,NNN,29,29,29,0,7,7,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Achariaceae,Pangium,edule,,Pangium edule,Achariaceae,Pangium,Pangium edule,0,0
WP5C1247,WP,12.1,94.191,57.88,14-Jun-07,tree,3.58,5.89,5.25,5,0,45.8506666667,2.025,0,24.8507400722,0,2806.28,2753.462,NA,NA,55.4,0,"There was not enough trunks, so we have only the A trunks and C branches.",1,0,0,0,0,0,0,0,4,0,0,0,161.0370653,47.4295,1.8895,161.0370652713,0,Meliaceae,Dysoxylum,Dysoxylum arborescens,arborescens,0,,1,1,0,0,0,0,NO,NO,5,24.8507400722,9.47,NA,52.818,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,,0,0,1,1,0,0,0,0,1,0,0,0,,0,1,1,1,0,0,0,1,1,0,0,0,no,no,no,data ok,data ok,Meliaceae,Dysoxylum,arborescens,,Dysoxylum arborescens,Meliaceae,Dysoxylum,Dysoxylum arborescens,0,0
WP5C1248,WP,12.6,90,60,14-Jun-07,tree,5.71,10.49,4.55,7,0.1824,46.91425,2.50625,0,31.3605146022,0.6630369668,4463.027,4448.713,1536,1534,99.3,42.2,,0,1,1,1,0,0,0,0,6,0,3,0,116.0546448,46.91425,2.50625,116.0546448045,0,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,amboinicum,0,,1,1,0,0,0,0,NO,NO,7.1824,31.3605146022,16.2,2,14.314,0,0,0,0,0,0,0,0,0,6,6,6,0,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Pimelodendron,amboinicum,,Pimelodendron amboinicum,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,0,0
WP5C1249,WP,11.5,88.26,51.337,14-Jun-07,tree,6.94,7.39,4.45,9.2,0.6623,47.9171666667,2.0326666667,0,31.5913803328,2.0282104628,4702.947,4539.544,1525,1522,132.2,49.7,,0,0,0,0,0,1,0,0,17,6,141,0,148.384153,47.91716667,2.032666667,148.384153,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,9.8623,31.5913803328,14.33,3,163.403,0,0,0,0,0,0,0,0,0,17,17,17,0,101,141,141,NNN,6,6,6,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,1,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP5C1250,WP,41.7,86.73,49.292,20-Jun-07,tree,14.83,18.66,8.35,46.8,0,43.6605,1.92525,0,204.1635077634,0,9579.337,9440.381,NA,NA,216.4,0,,1,0,0,0,0,0,0,0,27,0,130,1,127.0567671,43.6605,1.92525,127.0567670948,0,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,bogoriense,0,,1,1,0,0,0,0,NO,NO,46.8,204.1635077634,33.49,NA,138.956,0,0,0,0,0,0,0,0,0,28,28,28,0,130,130,130,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,,1,0,1,1,0,0,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Lamiaceae,Teijsmanniodendron,bogoriense,,Teijsmanniodendron bogoriense,Lamiaceae,Teijsmanniodendron,Teijsmanniodendron bogoriense,0,0
WP5C1354,WP,6.2,96.241,41.368,18-Jun-07,tree,6.47,4.69,2.55,2,0,NA,NA,0,5.711973913,0,2661.957,2627.508,NA,NA,92,0,,1,0,0,0,0,0,0,0,6,0,4,1,95.07451451,NA,NA,95.074514508,0,Fabaceae,Maniltoa,Maniltoa psilogyne,psilogyne,0,,NA,NA,0,0,0,0,NO,NO,2,5.711973913,11.16,NA,34.449,0,0,0,0,0,0,0,0,0,7,7,7,0,4,4,4,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Fabaceae,Maniltoa,psilogyne,,Maniltoa psilogyne,Fabaceae,Maniltoa,Maniltoa psilogyne,0,0
WP5C1355,WP,5.1,92.171,49.33,15-Jun-07,tree,1.92,4.93,3.3,1.3,0.0406,42.931,2.606,0,6.5269186047,0.1631122807,2823.813,2806.575,1149,1145,55.9,28.5,,0,1,0,0,0,0,0,0,0,2,73,0,268.0487925,43.8765,2.7815,268.0487925161,0,Apocynaceae,Tabernaemontana,Tabernaemontana pandacaqui,pandacaqui,x,,0,0,0,0,0,0,NO,NO,1.3406,6.5269186047,6.85,4,17.238,0,0,0,0,0,0,0,0,0,30,30,30,0,73,73,73,0,2,2,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,1,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Apocynaceae,Tabernaemontana,orientalis,,Tabernaemontana orientalis,Apocynaceae,Tabernaemontana,Tabernaemontana orientalis,0,0
WP5C1356,WP,5,96.891,52.468,15-Jun-07,tree,2.5,4.6,2.7,0.2247,0,47.75725,1.65475,0,0.7908313405,0,1465.578,1277.578,NA,NA,36.3,0,,1,0,0,0,0,0,0,0,6,0,2,1,138.4918761,47.75725,1.65475,138.4918761333,0,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,pachyclados,0,,1,1,0,0,0,0,NO,NO,0.2247,0.7908313405,7.1,NA,188,0,0,0,0,0,0,0,0,0,6,6,6,0,2,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Rubiaceae,Mastixiodendron,pachyclados,,Mastixiodendron pachyclados,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,0,0
WP5C1357,WP,5.5,80.77,51.013,15-Jun-07,tree,3.4,3.8,2.75,1.4,0,38.702,2.195,0,7.3741207358,0,3166.028,3149.803,NA,NA,59.8,0, First ID. Local name> yalumtkatam,0,1,0,0,0,0,0,0,3,1,7,0,233.4132744,36.74733333,1.794666667,233.413274382,0,Moraceae,Ficus,Ficus gul,gul,0,,0,0,0,0,0,0,NO,NO,1.4,7.3741207358,7.2,NA,16.225,0,0,0,0,0,0,0,0,0,3,3,3,0,7,7,7,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,gul,,Ficus gul,Moraceae,Ficus,Ficus gul,0,0
WP5C1358,WP,5,82.912,57.884,18-Jun-07,tree,4.85,2.6,2.62,0.5845,0,46.4862,2.0064,0,2.335213935,0,1549.611,1506.203,NA,NA,37.7,0,,1,0,0,0,0,0,0,0,0,0,11,1,146.8111761,46.4862,2.0064,146.8111761131,0,Lauraceae,Litsea,Litsea timoriana,timoriana,0,,1,1,0,0,0,0,NO,NO,0.5845,2.335213935,7.45,NA,43.408,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,0,1,0,0,0,no,no,no,data ok,data ok,Lauraceae,Litsea,timoriana,,Litsea timoriana,Lauraceae,Litsea,Litsea timoriana,0,0
