id,plot,PLOTPLOT,sub,subplot,sample_code_tree,TreesGeorge,UniqueInter,field_code,dbh,CAT,qty,SingleINTERACTION,bin_CATERPILLAR_ID,interaction code,FAMILY,Dubious_removal,Notes- move yess,plant_family,plant_genus,plant_species,morphospecies,PLANTx,subfamily,tribe,genus,species,subspecies
2198,F0014,F,1F0014,F1,YS1F0014,Turpinia_pentandra,Turpinia_pentandraACL2137,CATY002,23.6,YS1F0014CATY002,1,no,ACL2137,YS1F0014ACL2137,Geometridae,,,Staphyleaceae,Turpinia,pentandra,,StaphTurppent,,,,,
2199,F0014,F,1F0014,F1,YS1F0014,Turpinia_pentandra,Turpinia_pentandraACL2137,CATY003,23.6,YS1F0014CATY003,1,no,ACL2137,YS1F0014ACL2137,Geometridae,,,Staphyleaceae,Turpinia,pentandra,,StaphTurppent,,,,,
4343,F0422,F,4F0422,F4,YS4F0422,Homalanthus_nervosus,Homalanthus_nervosusACL2211,CATY001,7.4,YS4F0422CATY001,1,no,ACL2211,YS4F0422ACL2211,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Tortricinae,,,,
3067,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY002,7.1,YS2F0194CATY002,3,no,ACL2297,YS2F0194ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
3076,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY010,7.1,YS2F0194CATY010,1,no,ACL2297,YS2F0194ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
3722,F0375,F,3F0375,F3,YS3F0375,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY001,12.7,YS3F0375CATY001,5,no,ACL2297,YS3F0375ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
3723,F0375,F,3F0375,F3,YS3F0375,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY002,12.7,YS3F0375CATY002,2,no,ACL2297,YS3F0375ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
2202,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY001,16.3,YS1F0020CATY001,1,no,ACL2297,YS1F0020ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
2218,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACL2297,CATY021,16.3,YS1F0020CATY021,3,no,ACL2297,YS1F0020ACL2297,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
2312,F0140,F,1F0140,F1,YS1F0140,Homalanthus_nervosus,Homalanthus_nervosusACL2441,CATY006,9.7,YS1F0140CATY006,1,no,ACL2441,YS1F0140ACL2441,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Ennominae,,Paradromulia,,
2203,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACL2441,CATY001,16.3,YS1F0020CATY001,1,no,ACL2441,YS1F0020ACL2441,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,Paradromulia,,
2220,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACL2441,CATY022,16.3,YS1F0020CATY022,2,no,ACL2441,YS1F0020ACL2441,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,Paradromulia,,
3694,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2441,CATY010,20.3,YS3F0329CATY010,1,yes,ACL2441,YS3F0329ACL2441,Geometridae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,Ennominae,,Paradromulia,,
4385,F0476,F,4F0476,F4,YS4F0476,Homalanthus_nervosus,Homalanthus_nervosusACL2461,CATY009,11.5,YS4F0476CATY009,1,yes,ACL2461,YS4F0476ACL2461,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Ennominae,,Hyposidra,Hyposidra sp.,
3160,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL2461,CATY046,15.2,YS2F0202CATY046,1,yes,ACL2461,YS2F0202ACL2461,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,Hyposidra,Hyposidra sp.,
2273,F0084,F,1F0084,F1,YS1F0084,Cyathea_contaminans,Cyathea_contaminansACL2461,CATY001,15.4,YS1F0084CATY001,1,yes,ACL2461,YS1F0084ACL2461,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Ennominae,,Hyposidra,Hyposidra sp.,
2992,F0160,F,2F0160,F2,YS2F0160,Trema_orientalis,Trema_orientalisACL2485,CATY005,21.0,YS2F0160CATY005,3,no,ACL2485,YS2F0160ACL2485,Cosmopterigidae,,,Ulmaceae,Trema,orientalis,Schefflera sp.1,UlmacTremorieSche,Cosmopteriginae,,Macrobathra,Macrobathra sp.,
2988,F0160,F,2F0160,F2,YS2F0160,Trema_orientalis,Trema_orientalisACL2557,CATY002,21.0,YS2F0160CATY002,8,no,ACL2557,YS2F0160ACL2557,Tortricidae,,,Ulmaceae,Trema,orientalis,Schefflera sp.1,UlmacTremorieSche,Tortricinae,,,,
2990,F0160,F,2F0160,F2,YS2F0160,Trema_orientalis,Trema_orientalisACL2557,CATY003,21.0,YS2F0160CATY003,9,no,ACL2557,YS2F0160ACL2557,Tortricidae,,,Ulmaceae,Trema,orientalis,Schefflera sp.1,UlmacTremorieSche,Tortricinae,,,,
2998,F0160,F,2F0160,F2,YS2F0160,Trema_orientalis,Trema_orientalisACL2557,CATY013,21.0,YS2F0160CATY013,1,no,ACL2557,YS2F0160ACL2557,Tortricidae,,,Ulmaceae,Trema,orientalis,Schefflera sp.1,UlmacTremorieSche,Tortricinae,,,,
3009,F0166,F,2F0166,F2,YS2F0166,Lithocarpus_celebicus,Lithocarpus_celebicusACL2558,CATY002,15.8,YS2F0166CATY002,4,no,ACL2558,YS2F0166ACL2558,Tortricidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
3674,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2558,CATY001,20.3,YS3F0329CATY001,53,no,ACL2558,YS3F0329ACL2558,Tortricidae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,,,,,
3677,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2558,CATY001,20.3,YS3F0329CATY001,4,no,ACL2558,YS3F0329ACL2558,Tortricidae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,,,,,
3679,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2558,CATY002,20.3,YS3F0329CATY002,9,no,ACL2558,YS3F0329ACL2558,Tortricidae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,,,,,
3685,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2558,CATY003,20.3,YS3F0329CATY003,122,no,ACL2558,YS3F0329ACL2558,Tortricidae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,,,,,
3687,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2558,CATY003,20.3,YS3F0329CATY003,3,no,ACL2558,YS3F0329ACL2558,Tortricidae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,,,,,
3711,F0350,F,3F0350,F3,YS3F0350,Homalanthus_nervosus,Homalanthus_nervosusACL2584,CATY001,6.2,YS3F0350CATY001,1,no,ACL2584,YS3F0350ACL2584,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Ennominae,,,,
3036,F0170,F,2F0170,F2,YS2F0170,Homalanthus_nervosus,Homalanthus_nervosusACL2584,CATY002,7.7,YS2F0170CATY002,1,no,ACL2584,YS2F0170ACL2584,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Ennominae,,,,
3050,F0187,F,2F0187,F2,YS2F0187,Saurauia_poolei,Saurauia_pooleiACL2584,CATY001,9.0,YS2F0187CATY001,1,yes,ACL2584,YS2F0187ACL2584,Geometridae,,,Actinidiaceae,Saurauia,poolei,,ActinSaurpool,Ennominae,,,,
3739,F0375,F,3F0375,F3,YS3F0375,Lithocarpus_celebicus,Lithocarpus_celebicusACL2584,CATY033,12.7,YS3F0375CATY033,1,yes,ACL2584,YS3F0375ACL2584,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,,,
3193,F0239,F,2F0239,F2,YS2F0239,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL2584,CATY002,18.2,YS2F0239CATY002,5,no,ACL2584,YS2F0239ACL2584,Geometridae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ennominae,,,,
3119,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL2838,CATY013,15.2,YS2F0202CATY013,1,yes,ACL2838,YS2F0202ACL2838,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,Tolmera,,
3033,F0166,F,2F0166,F2,YS2F0166,Lithocarpus_celebicus,Lithocarpus_celebicusACL2839,CATY018,15.8,YS2F0166CATY018,2,no,ACL2839,YS2F0166ACL2839,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Ennominae,,Tolmera,,
3690,F0329,F,3F0329,F3,YS3F0329,Podocarpus_neriifolius,Podocarpus_neriifoliusACL2839,CATY005,20.3,YS3F0329CATY005,2,no,ACL2839,YS3F0329ACL2839,Geometridae,,,Podocarpaceae,Podocarpus,neriifolius,,PodocPodoneri,Ennominae,,Tolmera,,
4345,F0422,F,4F0422,F4,YS4F0422,Homalanthus_nervosus,Homalanthus_nervosusACL2840,CATY003,7.4,YS4F0422CATY003,1,no,ACL2840,YS4F0422ACL2840,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
3173,F0207,F,2F0207,F2,YS2F0207,Homalanthus_nervosus,Homalanthus_nervosusACL2840,CATY003,11.7,YS2F0207CATY003,1,no,ACL2840,YS2F0207ACL2840,Geometridae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
4374,F0470,F,4F0470,F4,YS4F0470,Sloanea_tieghemii,Sloanea_tieghemiiACL2851,CATY003,8.3,YS4F0470CATY003,3,no,ACL2851,YS4F0470ACL2851,Geometridae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Geometrinae,,,,
2974,F0154,F,2F0154,F2,YS2F0154,Macaranga_pleiostemona,Macaranga_pleiostemonaACL2922,CATY003,5.8,YS2F0154CATY003,2,no,ACL2922,YS2F0154ACL2922,Geometridae,,,Euphorbiaceae,Macaranga,pleiostemona,,EuphoMacaplei,Geometrinae,,,,
3666,F0314,F,3F0314,F3,YS3F0314,Macaranga_pleiostemona,Macaranga_pleiostemonaACL2922,CATY002,6.4,YS3F0314CATY002,1,no,ACL2922,YS3F0314ACL2922,Geometridae,,,Euphorbiaceae,Macaranga,pleiostemona,,EuphoMacaplei,Geometrinae,,,,
3221,F0257,F,2F0257,F2,YS2F0257,Alphitonia_incana,Alphitonia_incanaACL2943,CATY001,5.6,YS2F0257CATY001,10,no,ACL2943,YS2F0257ACL2943,Tortricidae,,,Rhamnaceae,Alphitonia,incana,,RhamnAlphinca,Olethreutinae,,,,
3069,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL2986,CATY003,7.1,YS2F0194CATY003,1,no,ACL2986,YS2F0194ACL2986,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Geometrinae,,,,
3077,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL2986,CATY011,7.1,YS2F0194CATY011,1,no,ACL2986,YS2F0194ACL2986,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Geometrinae,,,,
3078,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL2986,CATY011,7.1,YS2F0194CATY011,1,no,ACL2986,YS2F0194ACL2986,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Geometrinae,,,,
3205,F0242,F,2F0242,F2,YS2F0242,Saurauia_conferta,Saurauia_confertaACL2986,CATY001,7.1,YS2F0242CATY001,1,no,ACL2986,YS2F0242ACL2986,Geometridae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,Geometrinae,,,,
3206,F0242,F,2F0242,F2,YS2F0242,Saurauia_conferta,Saurauia_confertaACL2986,CATY001,7.1,YS2F0242CATY001,1,no,ACL2986,YS2F0242ACL2986,Geometridae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,Geometrinae,,,,
3207,F0242,F,2F0242,F2,YS2F0242,Saurauia_conferta,Saurauia_confertaACL2986,CATY001,7.1,YS2F0242CATY001,1,no,ACL2986,YS2F0242ACL2986,Geometridae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,Geometrinae,,,,
3208,F0242,F,2F0242,F2,YS2F0242,Saurauia_conferta,Saurauia_confertaACL2986,CATY001,7.1,YS2F0242CATY001,1,no,ACL2986,YS2F0242ACL2986,Geometridae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,Geometrinae,,,,
2181,F0004,F,1F0004,F1,YS1F0004,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACL3429,CATY002,5.5,YS1F0004CATY002,1,no,ACL3429,YS1F0004ACL3429,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,Zacorisca,Zacorisca holantha,
2200,F0015,F,1F0015,F1,YS1F0015,Schuurmansia_henningsii,Schuurmansia_henningsiiACL3493,CATY001,9.6,YS1F0015CATY001,2,no,ACL3493,YS1F0015ACL3493,Tortricidae,,,Ochnaceae,Schuurmansia,henningsii,Scumanti sp,OchnaSchuhennScum,Tortricinae,,Adoxophyes,Adoxophyes sp.,
3217,F0253,F,2F0253,F2,YS2F0253,Homalanthus_nervosus,Homalanthus_nervosusACL3493,CATY001,11.5,YS2F0253CATY001,1,no,ACL3493,YS2F0253ACL3493,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Tortricinae,,Adoxophyes,Adoxophyes sp.,
2206,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACL3493,CATY001,16.3,YS1F0020CATY001,1,yes,ACL3493,YS1F0020ACL3493,Tortricidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Tortricinae,,Adoxophyes,Adoxophyes sp.,
2966,F0152,F,2F0152,F2,YS2F0152,Trema_orientalis,Trema_orientalisACL3493,CATY010,21.4,YS2F0152CATY010,2,no,ACL3493,YS2F0152ACL3493,Tortricidae,,,Ulmaceae,Trema,orientalis,,UlmacTremorie,Tortricinae,,Adoxophyes,Adoxophyes sp.,
2195,F0012,F,1F0012,F1,YS1F0012,Syzygium_furfuraceum,Syzygium_furfuraceumACL3603,CATY001,6.0,YS1F0012CATY001,1,yes,ACL3603,YS1F0012ACL3603,Erebidae,,,Myrtaceae,Syzygium,furfuraceum,,MyrtaSyzyfurf,,,,,
3058,F0192,F,2F0192,F2,YS2F0192,Saurauia_conferta,Saurauia_confertaACL3603,CATY001,7.1,YS2F0192CATY001,1,yes,ACL3603,YS2F0192ACL3603,Erebidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
2930,F0150,F,2F0150,F2,YS2F0150,Homalanthus_nervosus,Homalanthus_nervosusACL3603,CATY002,7.8,YS2F0150CATY002,1,no,ACL3603,YS2F0150ACL3603,Erebidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,,,,,
4440,F0519,F,4F0519,F4,YS4F0519,Homalanthus_nervosus,Homalanthus_nervosusACL3603,CATY005,9.1,YS4F0519CATY005,1,no,ACL3603,YS4F0519ACL3603,Erebidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
3709,F0348,F,3F0348,F3,YS3F0348,Homalanthus_nervosus,Homalanthus_nervosusACL3603,CATY002,10.7,YS3F0348CATY002,1,no,ACL3603,YS3F0348ACL3603,Erebidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
4384,F0476,F,4F0476,F4,YS4F0476,Homalanthus_nervosus,Homalanthus_nervosusACL3603,CATY007,11.5,YS4F0476CATY007,1,no,ACL3603,YS4F0476ACL3603,Erebidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
2236,F0035,F,1F0035,F1,YS1F0035,Homalanthus_nervosus,Homalanthus_nervosusACL3603,CATY007,13.0,YS1F0035CATY007,1,no,ACL3603,YS1F0035ACL3603,Erebidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
3043,F0180,F,2F0180,F2,YS2F0180,Guioa_subsericea,Guioa_subsericeaACL3783,CATY003,6.4,YS2F0180CATY003,1,no,ACL3783,YS2F0180ACL3783,Depressariidae,,,Sapindaceae,Guioa,subsericea,,SapinGuiosubs,,,,,
3045,F0180,F,2F0180,F2,YS2F0180,Guioa_subsericea,Guioa_subsericeaACL3783,CATY005,6.4,YS2F0180CATY005,1,no,ACL3783,YS2F0180ACL3783,Depressariidae,,,Sapindaceae,Guioa,subsericea,,SapinGuiosubs,,,,,
2270,F0083,F,1F0083,F1,YS1F0083,Homalanthus_nervosus,Homalanthus_nervosusACL3835,CATY001,8.3,YS1F0083CATY001,1,no,ACL3835,YS1F0083ACL3835,Pyralidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Phycitinae,,,,
4436,F0519,F,4F0519,F4,YS4F0519,Homalanthus_nervosus,Homalanthus_nervosusACL3835,CATY001,9.1,YS4F0519CATY001,2,no,ACL3835,YS4F0519ACL3835,Pyralidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Phycitinae,,,,
3661,F0305,F,3F0305,F3,YS3F0305,Astronidium_acutifolium,Astronidium_acutifoliumACL3967,CATY002,14.4,YS3F0305CATY002,1,no,ACL3967,YS3F0305ACL3967,Geometridae,,,Melastomataceae,Astronidium,acutifolium,,MelasAstracut,,,,,
3738,F0375,F,3F0375,F3,YS3F0375,Lithocarpus_celebicus,Lithocarpus_celebicusACL4036,CATY029,12.7,YS3F0375CATY029,1,no,ACL4036,YS3F0375ACL4036,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Larentiinae,,Parachaetolopha,,
3108,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL4036,CATY006,15.2,YS2F0202CATY006,2,no,ACL4036,YS2F0202ACL4036,Geometridae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Larentiinae,,Parachaetolopha,,
2289,F0108,F,1F0108,F1,YS1F0108,Saurauia_conferta,Saurauia_confertaACL4127,CATY001,7.2,YS1F0108CATY001,1,no,ACL4127,YS1F0108ACL4127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
2274,F0085,F,1F0085,F1,YS1F0085,Saurauia_conferta,Saurauia_confertaACL4127,CATY001,7.7,YS1F0085CATY001,1,no,ACL4127,YS1F0085ACL4127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
3655,F0298,F,3F0298,F3,YS3F0298,Saurauia_conferta,Saurauia_confertaACL4127,CATY001,8.2,YS3F0298CATY001,1,no,ACL4127,YS3F0298ACL4127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
4429,F0512,F,4F0512,F4,YS4F0512,Cyathea_contaminans,Cyathea_contaminansACL4127,CATY001,11.6,YS4F0512CATY001,2,no,ACL4127,YS4F0512ACL4127,Tortricidae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,,,,,
2299,F0128,F,1F0128,F1,YS1F0128,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL4187,CATY001,9.8,YS1F0128CATY001,2,no,ACL4187,YS1F0128ACL4187,Noctuidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ophiderinae,,Rusicada,Rusicada bicolor,
2259,F0058,F,1F0058,F1,YS1F0058,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL4187,CATY004,13.9,YS1F0058CATY004,2,no,ACL4187,YS1F0058ACL4187,Noctuidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ophiderinae,,Rusicada,Rusicada bicolor,
2240,F0039,F,1F0039,F1,YS1F0039,Trichospermum_pleiostigma,Trichospermum_pleiostigmaACL4187,CATY001,26.2,YS1F0039CATY001,2,no,ACL4187,YS1F0039ACL4187,Noctuidae,,,Malvaceae,Trichospermum,pleiostigma,,MalvaTricplei,Ophiderinae,,Rusicada,Rusicada bicolor,
3729,F0375,F,3F0375,F3,YS3F0375,Lithocarpus_celebicus,Lithocarpus_celebicusACL4188,CATY007,12.7,YS3F0375CATY007,1,no,ACL4188,YS3F0375ACL4188,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Catocalinae,,Lineopalpa,Lineopalpa rufa,
3109,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL4188,CATY006,15.2,YS2F0202CATY006,2,no,ACL4188,YS2F0202ACL4188,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Catocalinae,,Lineopalpa,Lineopalpa rufa,
3143,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL4188,CATY027,15.2,YS2F0202CATY027,1,no,ACL4188,YS2F0202ACL4188,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Catocalinae,,Lineopalpa,Lineopalpa rufa,
3154,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL4188,CATY040,15.2,YS2F0202CATY040,2,no,ACL4188,YS2F0202ACL4188,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Catocalinae,,Lineopalpa,Lineopalpa rufa,
3156,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACL4188,CATY041,15.2,YS2F0202CATY041,1,no,ACL4188,YS2F0202ACL4188,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Catocalinae,,Lineopalpa,Lineopalpa rufa,
3649,F0282,F,3F0282,F3,YS3F0282,Piper_gibbilimbum,Piper_gibbilimbumACL4203,CATY002,5.8,YS3F0282CATY002,1,yes,ACL4203,YS3F0282ACL4203,Erebidae,,,Piperaceae,Piper,gibbilimbum,,PiperPipegibb,Arctiinae,,Lemyra,,
3084,F0194,F,2F0194,F2,YS2F0194,Lithocarpus_celebicus,Lithocarpus_celebicusACL4203,CATY018,7.1,YS2F0194CATY018,1,yes,ACL4203,YS2F0194ACL4203,Erebidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,Arctiinae,,Lemyra,,
3052,F0189,F,2F0189,F2,YS2F0189,Homalanthus_nervosus,Homalanthus_nervosusACL4203,CATY003,7.6,YS2F0189CATY003,1,no,ACL4203,YS2F0189ACL4203,Erebidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,Arctiinae,,Lemyra,,
3750,F0393,F,3F0393,F3,YS3F0393,Homalanthus_nervosus,Homalanthus_nervosusACM3124,CATY001,5.8,YS3F0393CATY001,1,yes,ACM3124,YS3F0393ACM3124,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
3134,F0202,F,2F0202,F2,YS2F0202,Lithocarpus_celebicus,Lithocarpus_celebicusACM3124,CATY020,15.2,YS2F0202CATY020,3,no,ACM3124,YS2F0202ACM3124,Tortricidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
2211,F0020,F,1F0020,F1,YS1F0020,Lithocarpus_celebicus,Lithocarpus_celebicusACM3124,CATY006,16.3,YS1F0020CATY006,34,no,ACM3124,YS1F0020ACM3124,Tortricidae,,,Fagaceae,Lithocarpus,celebicus,,FagacLithcele,,,,,
4417,F0496,F,4F0496,F4,YS4F0496,Trema_orientalis,Trema_orientalisACM3125,CATY018,19.2,YS4F0496CATY018,1,no,ACM3125,YS4F0496ACM3125,Tortricidae,,,Ulmaceae,Trema,orientalis,,UlmacTremorie,,,,,
4421,F0496,F,4F0496,F4,YS4F0496,Trema_orientalis,Trema_orientalisACM3125,CATY025,19.2,YS4F0496CATY025,2,no,ACM3125,YS4F0496ACM3125,Tortricidae,,,Ulmaceae,Trema,orientalis,,UlmacTremorie,,,,,
3219,F0257,F,2F0257,F2,YS2F0257,Alphitonia_incana,Alphitonia_incanaACM3127,CATY001,5.6,YS2F0257CATY001,8,no,ACM3127,YS2F0257ACM3127,Tortricidae,,,Rhamnaceae,Alphitonia,incana,,RhamnAlphinca,,,,,
3192,F0236,F,2F0236,F2,YS2F0236,Homalanthus_nervosus,Homalanthus_nervosusACM3127,CATY002,6.6,YS2F0236CATY002,1,no,ACM3127,YS2F0236ACM3127,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
4368,F0455,F,4F0455,F4,YS4F0455,Saurauia_conferta,Saurauia_confertaACM3127,CATY001,9.5,YS4F0455CATY001,1,no,ACM3127,YS4F0455ACM3127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
3169,F0207,F,2F0207,F2,YS2F0207,Homalanthus_nervosus,Homalanthus_nervosusACM3127,CATY001,11.7,YS2F0207CATY001,1,no,ACM3127,YS2F0207ACM3127,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
3174,F0207,F,2F0207,F2,YS2F0207,Homalanthus_nervosus,Homalanthus_nervosusACM3127,CATY004,11.7,YS2F0207CATY004,1,no,ACM3127,YS2F0207ACM3127,Tortricidae,,,Euphorbiaceae,Homalanthus,nervosus,,EuphoHomanerv,,,,,
4346,F0423,F,4F0423,F4,YS4F0423,Saurauia_conferta,Saurauia_confertaACM3127,CATY001,15.0,YS4F0423CATY001,8,no,ACM3127,YS4F0423ACM3127,Tortricidae,,,Actinidiaceae,Saurauia,conferta,,ActinSaurconf,,,,,
2993,F0160,F,2F0160,F2,YS2F0160,Trema_orientalis,Trema_orientalisACM3127,CATY005,21.0,YS2F0160CATY005,2,no,ACM3127,YS2F0160ACM3127,Tortricidae,,,Ulmaceae,Trema,orientalis,Schefflera sp.1,UlmacTremorieSche,,,,,
3220,F0257,F,2F0257,F2,YS2F0257,Alphitonia_incana,Alphitonia_incanaACM3393,CATY001,5.6,YS2F0257CATY001,4,no,ACM3393,YS2F0257ACM3393,Tortricidae,,,Rhamnaceae,Alphitonia,incana,,RhamnAlphinca,,,,,
3222,F0257,F,2F0257,F2,YS2F0257,Alphitonia_incana,Alphitonia_incanaACM3393,CATY002,5.6,YS2F0257CATY002,2,no,ACM3393,YS2F0257ACM3393,Tortricidae,,,Rhamnaceae,Alphitonia,incana,,RhamnAlphinca,,,,,
