sample_code,PLOT,PLOT,HABITAT,PLOT_CODE,obs_id,proj_code,sp_code,obs_date,plant family,plant genus,plant species,code,INTERACTION,morphspecies,ordo,insect family,insect genus,insect species,qty
WS1D2866,D2866,D,PRIMARY,DP,242155,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,231046,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,236636,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,236604,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,236634,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,236632,W-CATS,PYRA001,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernPYRA001,,Lepidoptera,Crambidae,Isocentris,aequalis,1
WS1D2866,D2866,D,PRIMARY,DP,236498,W-CATS,TORT051,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2866,D2866,D,PRIMARY,DP,226463,W-CATS,TORT122,6/3/2011,Phyllanthaceae,Breynia,cernua,Breycern,BreycernTORT122,,Lepidoptera,Immidae,Imma,,1
WS1D2867,D2867,D,PRIMARY,DP,228824,W-CATS,THYR018,6/3/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiTHYR018,,Lepidoptera,Thyrididae,Mellea,rectiviata,1
WS1D2868,D2868,D,PRIMARY,DP,236451,W-CATS,HESP006,6/3/2011,Zingiberaceae,Hornstedtia,lycostoma,Hornlyco,HornlycoHESP006,,Lepidoptera,Hesperiidae,Notocrypta,renardi,1
WS1D2869,D2869,D,PRIMARY,DP,234284,W-CATS,CRAM029,6/3/2011,Poaceae,Imperata,cylindrica,Impecyli,ImpecyliCRAM029,,Lepidoptera,Crambidae,Herpetogramma,platycapna,1
WS1D2871,D2871,D,PRIMARY,DP,241832,W-CATS,NOLI018,6/3/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemNOLI018,,Lepidoptera,Nolidae,,,1
WS1D2871,D2871,D,PRIMARY,DP,245612,W-CATS,NOLI018,7/3/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemNOLI018,,Lepidoptera,Nolidae,,,1
WS1D2877,D2877,D,PRIMARY,DP,230847,W-CATS,CRAM001,6/3/2011,Apocynaceae,Ichnocarpus,frutescens,Ichnfrut,IchnfrutCRAM001,,Lepidoptera,Crambidae,,,1
WS1D2877,D2877,D,PRIMARY,DP,232802,W-CATS,CRAM001,6/3/2011,Apocynaceae,Ichnocarpus,frutescens,Ichnfrut,IchnfrutCRAM001,,Lepidoptera,Crambidae,,,1
WS1D2886,D2886,D,PRIMARY,DP,243670,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236805,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242262,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241117,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242645,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242686,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241696,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242447,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232421,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242134,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236801,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241371,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232419,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,229469,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241454,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240900,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241220,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241105,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242680,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240990,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241310,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232417,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244915,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240954,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242492,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236797,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242631,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,238321,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233076,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241041,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242330,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233074,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244890,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242403,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244934,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244982,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240946,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241006,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236778,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241636,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241468,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236793,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233087,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241413,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242089,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,238074,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232424,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241056,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233085,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,243669,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240742,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,230699,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241135,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241461,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236804,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241379,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,238018,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232422,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241695,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242285,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241797,W-CATS,PYRA022,6/7/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241718,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241772,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240997,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241179,W-CATS,PYRA022,6/25/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244870,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242439,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,229582,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242681,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241312,W-CATS,PYRA022,6/5/2013,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241956,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236815,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,240847,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242063,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242664,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242131,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236813,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241278,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236781,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233075,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242677,W-CATS,PYRA022,6/8/2010,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,232414,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236811,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,229819,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244911,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,229336,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241470,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,233073,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244931,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236809,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,244949,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,236777,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,241635,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,242673,W-CATS,PYRA022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltPYRA022,,Lepidoptera,Crambidae,Tabidia,insanalis,1
WS1D2886,D2886,D,PRIMARY,DP,229730,W-CATS,TORT008,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT008,,Lepidoptera,Tortricidae,Adoxophyes,templana,1
WS1D2886,D2886,D,PRIMARY,DP,230516,W-CATS,TORT008,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT008,,Lepidoptera,Tortricidae,Adoxophyes,templana,1
WS1D2886,D2886,D,PRIMARY,DP,236580,W-CATS,TORT008,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT008,,Lepidoptera,Tortricidae,Adoxophyes,templana,1
WS1D2886,D2886,D,PRIMARY,DP,232366,W-CATS,TORT022,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT022,,Lepidoptera,Tortricidae,Adoxophyes,thoracica,1
WS1D2886,D2886,D,PRIMARY,DP,230853,W-CATS,TORT051,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2886,D2886,D,PRIMARY,DP,232564,W-CATS,TORT051,7/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2886,D2886,D,PRIMARY,DP,226828,W-CATS,TORT051,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2886,D2886,D,PRIMARY,DP,230671,W-CATS,TORT051,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2886,D2886,D,PRIMARY,DP,242646,W-CATS,TORT051,6/5/2011,Convolvulaceae,Merremia,peltata,Merrpelt,MerrpeltTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WS1D2887,D2887,D,PRIMARY,DP,241889,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,236626,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,236622,W-CATS,GEOM034,5/26/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,242129,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,236629,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,241693,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,241404,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
WS1D2887,D2887,D,PRIMARY,DP,241197,W-CATS,GEOM034,6/5/2011,Malvaceae,Trichospermum,pleiostigma,Tricplei,TricpleiGEOM034,,Lepidoptera,Geometridae,Symmacra,solidaria ochrea,1
